code,lib,inscrits,abstentions,votants,blancs,nuls,exprimes,LFI,REN,PSPP,RN,EELV,LR,REC,UPR,PARTI_ANIMAL,ECO_AU_CENTRE,ALLIANCE_RURAL,PCF,PATRIOTES,EUROPE_TERRITOIRES_ECOLOGIES,EQUINOXE,LO,ECO_POSI_ET_TERRITOIRE,42,NPA,DEFENDRE_LES_ENFANTS,ESPERANTO,FORTERESSE_EUROPE,43,FRANCE_LIBRE,10,PARTI_PIRATE,40,PARTI_DES_TRAVAILLEURS,PAIX_ET_DECROISSANCE,POUR_UNE-HUMANITE_SOUVERAINE,41,PARTI_CITOYENS_EUROPEENS,NOUVELLE_DONNE,ASSOCIATION_NATIONALE_DES_COMMUNISTES,45
01317,Ramasse,253,88,165,1,0,164,2,21,21,57,9,6,10,4,6,5,13,2,1,2,,1,1,,2,,1,,,,,,,,,,,,,,
01319,Relevant,355,136,219,3,1,215,7,27,17,106,8,14,10,1,10,6,5,2,,,1,,1,,,,,,,,,,,,,,,,,,
01320,Replonges,2952,1298,1654,35,24,1595,101,278,122,628,48,160,93,9,31,21,37,33,12,6,5,4,5,,2,,,,,,,,,,,,,,,,
01355,Saint-Genis-sur-Menthon,390,171,219,3,4,212,4,24,26,88,4,24,12,3,3,2,11,6,2,2,1,,,,,,,,,,,,,,,,,,,,
01008,Ambutrix,567,228,339,3,2,334,22,39,40,144,14,20,18,3,5,2,11,8,2,1,,,4,,,,,,,,,,,,,,,1,,,
01022,Artemare,895,392,503,12,11,480,25,48,44,214,18,25,30,19,10,2,14,8,7,1,2,7,2,,2,,1,,,,,,,1,,,,,,,
01023,Asnières-sur-Saône,61,10,51,3,1,47,,3,5,22,5,3,3,,1,1,,,3,,,,1,,,,,,,,,,,,,,,,,,
01026,Bâgé-le-Châtel,631,286,345,3,13,329,14,48,33,122,16,37,18,6,1,5,14,6,2,2,2,,,1,,,,,,,,,,2,,,,,,,
01027,Balan,1321,570,751,7,4,740,44,99,76,334,14,67,39,5,13,10,9,9,7,1,2,5,4,,1,,,,,,,,,,,,1,,,,
01037,Bénonces,237,100,137,2,2,133,8,9,7,43,9,20,11,1,2,4,9,4,1,,,1,,,3,,,,,,,,,1,,,,,,,
01043,Beynost,3892,1617,2275,16,17,2242,203,381,304,687,133,215,106,14,47,39,15,33,19,9,13,4,2,,3,,,10,,,,1,1,,1,,2,,,,
01044,Billiat,466,244,222,3,2,217,9,18,24,93,8,14,14,1,5,5,12,4,5,1,,2,1,,1,,,,,,,,,,,,,,,,
01045,Birieux,209,72,137,1,0,136,3,9,16,70,6,4,11,3,1,2,4,2,3,,,1,,,,,,,,,,1,,,,,,,,,
01046,Biziat,656,267,389,7,7,375,14,49,29,179,20,33,13,4,8,3,9,4,2,3,3,2,,,,,,,,,,,,,,,,,,,
01047,Blyes,911,366,545,8,1,536,30,56,66,239,21,45,25,5,8,7,7,8,6,2,1,7,2,,1,,,,,,,,,,,,,,,,
01049,La Boisse,2421,1076,1345,16,11,1318,117,176,162,504,56,99,67,19,21,22,21,27,12,5,2,3,3,,2,,,,,,,,,,,,,,,,
01050,Boissey,255,105,150,2,6,142,2,13,6,78,6,13,6,,5,6,4,,2,1,,,,,,,,,,,,,,,,,,,,,
01051,Bolozon,68,22,46,0,2,44,3,8,8,9,,2,6,2,,2,,3,,,1,,,,,,,,,,,,,,,,,,,,
01052,Bouligneux,271,90,181,1,6,174,1,24,16,63,9,19,23,3,2,4,6,,3,,,,,,,,1,,,,,,,,,,,,,,
01053,Bourg-en-Bresse,23039,11534,11505,112,145,11248,1582,1554,1858,2843,640,867,630,111,177,142,115,198,85,280,34,37,45,2,25,9,2,,,1,,4,,4,2,,1,,,,
01054,Bourg-Saint-Christophe,1121,391,730,20,6,704,46,83,99,260,38,55,35,7,17,14,8,21,9,3,2,5,,,2,,,,,,,,,,,,,,,,
01063,Brion,429,161,268,4,4,260,15,48,18,108,5,21,15,2,6,4,10,2,1,1,,1,1,,1,,,,,,,1,,,,,,,,,
01064,Briord,842,420,422,10,2,410,22,43,30,214,15,18,15,,16,4,9,11,5,2,2,2,,,1,,1,,,,,,,,,,,,,,
01065,Buellas,1422,596,826,16,4,806,27,141,116,301,29,61,59,3,10,9,12,15,3,8,3,1,6,,,,,,,2,,,,,,,,,,,
01066,La Burbanche,92,27,65,1,5,59,4,6,2,23,4,2,5,1,3,,5,3,,,1,,,,,,,,,,,,,,,,,,,,
01067,Ceignes,207,70,137,1,4,132,5,11,11,59,7,6,7,2,7,5,7,3,,,1,1,,,,,,,,,,,,,,,,,,,
01068,Cerdon,577,255,322,1,9,312,14,34,15,160,10,17,24,5,8,3,9,3,3,1,1,2,1,,1,,,,,,,,,,,,,1,,,
01069,Certines,1186,511,675,11,11,653,35,86,74,257,28,33,50,9,18,10,19,17,5,7,,5,,,,,,,,,,,,,,,,,,,
01082,Chanay,386,153,233,9,9,215,16,21,26,79,15,10,10,,8,,12,6,4,,1,4,1,,2,,,,,,,,,,,,,,,,
01095,Nivigne et Suran,573,195,378,6,9,363,24,44,34,141,20,26,18,,7,8,16,5,5,7,1,1,5,,,,,,,,,,,,,,1,,,,
01096,Chaveyriat,802,379,423,6,9,408,13,45,42,190,24,29,23,4,6,3,8,4,1,7,1,6,2,,,,,,,,,,,,,,,,,,
01098,Chazey-Bons,787,362,425,10,7,408,27,47,49,163,24,35,16,2,9,3,16,9,2,1,2,,3,,,,,,,,,,,,,,,,,,
01099,Chazey-sur-Ain,1274,530,744,9,10,725,31,103,83,293,45,33,59,6,12,11,20,12,1,1,5,2,3,,2,,1,,,,,1,,,,,,,1,,
01100,Cheignieu-la-Balme,126,46,80,0,0,80,6,10,4,31,1,7,5,,1,3,5,2,2,,,1,1,,1,,,,,,,,,,,,,,,,
01107,Cleyzieu,120,41,79,1,4,74,6,7,10,25,3,3,12,2,,3,2,,,1,,,,,,,,,,,,,,,,,,,,,
01110,Colomieu,127,58,69,2,0,67,13,5,8,24,2,3,1,,1,,5,2,,,,1,2,,,,,,,,,,,,,,,,,,
01117,Conzieu,122,50,72,3,1,68,11,12,7,25,2,2,6,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
01118,Corbonod,822,394,428,4,8,416,28,52,46,145,17,43,22,4,14,9,16,7,8,2,,1,1,,1,,,,,,,,,,,,,,,,
01125,Corveissiat,454,170,284,8,4,272,14,21,45,109,13,9,19,2,3,2,14,4,5,1,1,2,4,,1,,,,,,,,,1,,,1,1,,,
01129,Crans,233,81,152,4,1,147,8,19,13,62,8,14,5,3,2,6,1,,,3,1,,2,,,,,,,,,,,,,,,,,,
01130,Bresse Vallons,1813,841,972,24,17,931,33,111,103,412,30,67,68,6,10,15,16,17,14,7,3,11,6,,1,,,,,,,,,1,,,,,,,
01133,Cressin-Rochefort,311,116,195,3,5,187,3,28,18,83,10,12,6,1,5,3,4,2,5,,1,2,2,,,,1,,,,,,,,,,,1,,,
01136,Cruzilles-lès-Mépillat,684,264,420,7,8,405,9,51,46,200,18,20,21,1,3,4,13,10,1,4,,,3,,1,,,,,,,,,,,,,,,,
01138,Culoz-Béon,2320,1142,1178,18,22,1138,81,117,123,490,54,73,62,14,38,17,14,13,7,2,3,6,3,1,2,9,2,,1,3,,,,1,2,,,,,,
01139,Curciat-Dongalon,330,142,188,1,4,183,10,28,11,83,4,7,9,5,4,2,12,3,2,1,,1,,,,,,,,,,,,,1,,,,,,
01142,Dagneux,3420,1595,1825,29,21,1775,176,236,212,668,87,109,108,9,37,26,27,19,20,7,6,9,11,5,1,,,,,1,,,,,,,,,1,,
01143,Divonne-les-Bains,6845,3526,3319,26,26,3267,177,873,435,635,233,363,231,56,65,58,36,19,36,11,10,3,23,1,2,,,,,,,,,,,,,,,,
01145,Dompierre-sur-Veyle,906,366,540,6,6,528,22,77,37,231,13,41,42,5,4,11,12,8,3,8,2,2,6,,1,,1,,,,,1,,,,,,1,,,
01153,Échenevex,1327,675,652,4,1,647,30,155,99,148,51,51,36,11,7,9,15,8,13,3,6,1,,,,,,,,,,2,,,,,,,,,2
01155,Évosges,127,44,83,2,0,81,2,7,11,35,5,3,9,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,
01156,Faramans,682,262,420,8,2,410,13,42,30,214,13,35,26,2,3,4,11,6,6,,2,3,,,,,,,,,,,,,,,,,,,
01157,Fareins,1958,809,1149,6,7,1136,59,196,140,415,60,95,54,14,11,19,10,34,9,4,1,5,2,,3,,,,,,,5,,,,,,,,,
01158,Farges,650,327,323,7,3,313,19,50,30,105,29,14,17,4,11,6,7,4,3,,6,3,3,,,,,,,,,1,,,,,,,1,,
01159,Feillens,2642,1283,1359,19,10,1330,51,228,127,569,47,131,78,6,19,11,24,11,7,2,8,6,4,,,,,,,,,,,,,,1,,,,
01162,Flaxieu,94,18,76,0,1,75,4,14,11,24,5,10,1,1,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,
01163,Foissiat,1566,763,803,20,25,758,14,113,56,353,35,72,45,7,14,4,23,8,2,6,1,2,2,,,,,,,,,,,1,,,,,,,
01165,Francheleins,1118,452,666,16,15,635,25,80,70,307,21,41,36,,9,2,15,14,4,2,,3,3,,1,,,,,,,,,1,,,1,,,,
01169,Genouilleux,501,200,301,1,3,297,12,44,20,150,14,15,18,8,5,1,4,6,,,,,,,,,,,,,,,,,,,,,,,
01171,Géovreisset,534,226,308,3,7,298,31,46,21,123,10,20,17,2,4,6,8,2,2,1,2,,,,3,,,,,,,,,,,,,,,,
01177,Grand-Corent,157,47,110,0,2,108,21,11,18,28,5,5,5,1,2,5,2,1,1,1,1,,,,1,,,,,,,,,,,,,,,,
01179,Grièges,1536,695,841,13,25,803,33,129,89,314,33,54,41,8,17,8,29,17,15,5,2,4,4,,,,,,,,,1,,,,,,,,,
01181,Groissiat,915,397,518,9,7,502,26,64,43,216,11,49,42,5,9,2,8,7,11,3,2,2,1,,,,,,1,,,,,,,,,,,,
01189,Injoux-Génissiat,751,347,404,7,6,391,18,55,51,141,21,15,17,14,6,6,14,19,7,2,,1,,,,,,,,1,,2,,,1,,,,,,
01192,Izernore,1501,644,857,12,29,816,45,87,57,361,37,65,62,7,15,10,35,15,7,4,1,2,2,,3,,,,,,,1,,,,,,,,,
01193,Izieu,193,65,128,3,2,123,6,18,9,47,11,7,11,3,2,3,2,1,2,,,,,,1,,,,,,,,,,,,,,,,
01198,Joyeux,214,81,133,3,1,129,9,25,10,47,8,12,4,,5,2,6,,,,,1,,,,,,,,,,,,,,,,,,,
01200,Labalme,154,72,82,6,0,76,10,3,9,16,3,5,6,1,2,1,7,7,2,,1,3,,,,,,,,,,,,,,,,,,,
01206,Lantenay,221,71,150,5,4,141,8,9,16,66,3,9,7,2,3,,8,2,1,1,3,,1,,2,,,,,,,,,,,,,,,,
01207,Lapeyrouse,256,97,159,2,1,156,8,10,12,69,3,20,19,2,2,1,5,,1,,3,,1,,,,,,,,,,,,,,,,,,
01209,Léaz,518,254,264,1,6,257,18,34,32,89,12,6,17,11,8,11,12,3,2,,,1,,,1,,,,,,,,,,,,,,,,
01214,Leyssard,128,46,82,2,1,79,4,9,12,21,8,4,7,3,1,1,2,1,,,,1,,,,,,1,,,,,,1,,,3,,,,
01225,Lurcy,383,151,232,2,2,228,10,28,32,85,15,19,19,2,3,7,3,,3,,,1,1,,,,,,,,,,,,,,,,,,
01227,Magnieu,540,207,333,5,8,320,18,34,41,124,25,25,22,4,6,4,4,6,4,,2,,,,1,,,,,,,,,,,,,,,,
01228,Maillat,503,211,292,5,6,281,8,50,15,96,6,42,32,4,3,4,14,2,3,,1,1,,,,,,,,,,,,,,,,,,,
01229,Malafretaz,949,421,528,11,9,508,16,79,54,214,13,48,23,5,18,4,11,4,2,11,,,5,,,,,,,,,,,,,,1,,,,
01230,Mantenay-Montlin,263,119,144,3,6,135,9,19,6,66,1,14,5,2,1,,8,1,3,,,,,,,,,,,,,,,,,,,,,,
01242,Mérignat,99,23,76,1,4,71,9,7,15,11,9,6,3,,,,1,3,1,1,2,1,,,2,,,,,,,,,,,,,,,,
01235,Marlieux,785,338,447,5,3,439,25,50,43,170,12,33,51,3,9,4,15,10,1,2,1,5,1,,1,,,,,,,1,,,2,,,,,,
01236,Marsonnas,748,334,414,11,9,394,13,71,51,158,10,26,22,1,9,4,17,4,3,1,,1,1,,,2,,,,,,,,,,,,,,,
01249,Miribel,7200,3268,3932,35,32,3865,419,579,589,1146,234,319,205,50,64,53,39,43,36,13,25,7,14,,2,14,2,1,,2,1,2,,1,,,,,,,5
01252,Mogneneins,647,269,378,8,4,366,9,64,32,154,19,31,15,8,5,4,6,4,7,2,1,1,2,,,,,1,,,,1,,,,,,,,,
01255,Montagnieu,447,204,243,10,6,227,8,25,34,106,7,17,9,1,4,1,3,2,5,1,1,1,2,,,,,,,,,,,,,,,,,,
01257,Montanges,304,128,176,3,7,166,9,14,20,74,15,5,5,1,4,2,9,2,1,,3,,2,,,,,,,,,,,,,,,,,,
01259,Montcet,491,169,322,6,6,310,10,46,36,132,10,14,14,6,8,8,10,2,5,3,1,3,2,,,,,,,,,,,,,,,,,,
01260,Le Montellier,232,84,148,5,1,142,,28,10,53,6,13,12,2,2,1,3,3,1,3,1,3,1,,,,,,,,,,,,,,,,,,
01261,Monthieux,548,213,335,5,0,330,15,52,45,126,11,21,24,3,7,6,12,4,,,3,1,,,,,,,,,,,,,,,,,,,
01268,Murs-et-Gélignieux,195,70,125,4,0,121,2,21,7,52,5,8,12,,1,3,6,2,,,,,2,,,,,,,,,,,,,,,,,,
01281,Ornex,2236,1098,1138,9,11,1118,149,244,152,185,93,94,59,18,29,37,5,15,13,4,5,2,9,,,,1,1,,,,1,,,1,,1,,,,
01285,Parcieux,1025,382,643,5,11,627,35,125,103,178,41,55,34,8,7,6,8,8,5,2,5,2,3,,,,,,,,,2,,,,,,,,,
01302,Pollieu,146,42,104,2,1,101,6,13,14,31,9,6,9,2,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,
01293,Peyriat,148,42,106,0,1,105,8,12,15,36,9,6,5,,2,3,4,,3,,,,2,,,,,,,,,,,,,,,,,,
01306,Pont-de-Veyle,989,504,485,8,6,471,35,62,62,201,20,22,20,1,6,10,13,7,5,4,,,2,,1,,,,,,,,,,,,,,,,
01325,Rignieux-le-Franc,860,317,543,9,3,531,27,84,51,230,24,31,25,4,9,8,17,7,4,3,6,1,,,,,,,,,,,,,,,,,,,
01328,Romans,415,158,257,6,2,249,8,42,20,107,11,19,15,2,6,2,7,2,2,4,,1,1,,,,,,,,,,,,,,,,,,
01332,Saint-André-de-Bâgé,638,271,367,5,7,355,7,43,51,147,13,32,22,5,9,6,8,5,5,,1,1,,,,,,,,,,,,,,,,,,,
01334,Saint-André-d'Huiriat,462,205,257,0,15,242,8,26,24,125,6,12,16,1,3,5,4,4,4,1,1,,2,,,,,,,,,,,,,,,,,,
01335,Saint-André-le-Bouchoux,282,119,163,3,1,159,3,10,22,69,9,22,5,1,2,2,11,1,,,1,,,,,,,,,,,1,,,,,,,,,
01336,Saint-André-sur-Vieux-Jonc,951,382,569,1,14,554,26,88,59,250,17,36,16,5,11,5,13,8,4,8,2,2,3,,1,,,,,,,,,,,,,,,,
01338,Groslée-Saint-Benoit,977,415,562,10,8,544,25,90,35,239,18,37,33,9,10,1,17,12,11,,3,2,1,,,,,,,,,1,,,,,,,,,
01347,Saint-Didier-de-Formans,1764,667,1097,10,14,1073,62,201,157,371,73,89,41,5,18,11,9,18,7,4,,3,2,,1,,1,,,,,,,,,,,,,,
01353,Sainte-Euphémie,1172,465,707,13,4,690,41,122,92,241,32,49,47,6,14,18,11,6,,2,4,,,,2,,1,,,,,1,,,1,,,,,,
01357,Saint-Germain-de-Joux,270,138,132,2,3,127,7,12,12,47,10,10,7,2,,3,4,3,1,1,3,1,1,,3,,,,,,,,,,,,,,,,
01358,Saint-Germain-les-Paroisses,330,103,227,2,3,222,10,35,20,73,12,22,20,4,3,3,4,6,7,,1,,,,2,,,,,,,,,,,,,,,,
01359,Saint-Germain-sur-Renon,195,91,104,3,1,100,1,9,7,54,3,9,5,,2,2,7,,,1,,,,,,,,,,,,,,,,,,,,,
01370,Saint-Laurent-sur-Saône,1036,562,474,9,5,460,41,58,80,161,22,21,21,6,10,9,5,15,5,2,,2,1,,,,1,,,,,,,,,,,,,,
01373,Saint-Martin-du-Frêne,732,317,415,2,14,399,16,61,29,170,11,47,29,2,5,3,14,3,3,1,1,3,1,,,,,,,,,,,,,,,,,,
01376,Saint-Maurice-de-Beynost,2491,1147,1344,13,14,1317,219,176,145,419,74,91,66,16,28,30,9,19,7,5,3,6,4,,,,,,,,,,,,,,,,,,
01391,Salavre,270,103,167,3,4,160,8,15,14,60,9,18,10,2,3,2,9,2,5,,,1,1,,1,,,,,,,,,,,,,,,,
01392,Samognat,471,181,290,8,1,281,12,35,16,125,17,23,19,1,7,3,9,5,5,1,2,1,,,,,,,,,,,,,,,,,,,
01393,Sandrans,476,168,308,7,7,294,8,35,22,136,14,26,28,7,5,1,6,2,1,2,1,,,,,,,,,,,,,,,,,,,,
01396,Sault-Brénaz,574,268,306,8,6,292,17,53,17,133,5,15,20,1,4,4,7,9,3,,,4,,,,,,,,,,,,,,,,,,,
01399,Ségny,1298,660,638,10,4,624,61,111,81,151,47,50,34,12,18,17,12,2,9,6,6,1,4,,,,,,1,,,1,,,,,,,,,
01401,Sergy,1133,483,650,4,8,638,49,157,97,142,45,42,23,7,18,20,13,3,8,1,3,,6,,4,,,,,,,,,,,,,,,,
01402,Sermoyer,509,233,276,9,13,254,7,23,39,122,6,13,17,4,6,,4,5,4,,,1,2,,,,,,,1,,,,,,,,,,,
01404,Serrières-sur-Ain,128,50,78,0,0,78,4,5,14,31,4,4,6,1,2,,2,,,1,,1,,,,,,,,,,,,3,,,,,,,
01405,Servas,826,351,475,10,11,454,27,63,33,193,15,23,34,5,12,8,13,7,8,6,,2,2,,1,,1,,,,,,,,1,,,,,,
01406,Servignat,135,49,86,1,3,82,1,11,10,33,3,5,6,,4,1,4,2,1,,1,,,,,,,,,,,,,,,,,,,,
01407,Seyssel,682,338,344,3,6,335,31,42,41,109,24,28,19,11,4,9,3,3,2,,1,3,3,,1,,1,,,,,,,,,,,,,,
01419,Thoiry,3601,1767,1834,19,22,1793,137,386,287,402,143,132,100,20,37,46,28,23,17,8,4,8,6,,3,3,,,,,,2,,,,,1,,,,
01420,Thoissey,1044,531,513,9,2,502,31,63,52,218,17,30,30,4,9,5,11,9,9,7,,1,2,,,1,,,,,,1,,1,,,,,,,1
01423,Toussieux,823,299,524,10,1,513,38,73,54,176,47,30,33,6,10,14,5,10,9,3,2,,,,1,,,,,,,2,,,,,,,,,
01431,Vaux-en-Bugey,926,341,585,8,5,572,39,62,80,201,27,31,41,10,20,13,6,19,7,7,1,5,,,2,,,,,,,1,,,,,,,,,
01432,Verjon,257,85,172,4,7,161,9,26,19,56,11,13,7,1,4,1,8,2,1,,1,2,,,,,,,,,,,,,,,,,,,
01433,Vernoux,208,92,116,5,2,109,2,6,12,55,2,7,6,1,2,2,9,3,2,,,,,,,,,,,,,,,,,,,,,,
01434,Versailleux,325,135,190,2,3,185,4,22,18,85,9,20,5,2,2,5,2,2,2,4,1,,,,,,,,,,,1,,1,,,,,,,
01435,Versonnex,1324,734,590,6,7,577,41,104,101,134,57,28,41,11,13,17,7,5,8,2,3,3,2,,,,,,,,,,,,,,,,,,
01436,Vesancy,360,135,225,2,1,222,7,70,24,33,22,25,12,2,7,2,7,2,2,1,2,2,1,,1,,,,,,,,,,,,,,,,
01437,Vescours,139,61,78,1,0,77,6,10,5,39,1,7,3,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,
01439,Vésines,66,23,43,1,0,42,2,6,5,12,2,5,3,1,2,1,2,,1,,,,,,,,,,,,,,,,,,,,,,
01445,Villemotier,447,166,281,7,4,270,7,47,27,107,3,30,16,,5,3,10,5,1,1,1,1,1,,2,,1,,,,,,,,,,,,2,,
01446,Villeneuve,1208,525,683,10,10,663,20,65,39,341,22,55,48,4,6,18,17,10,6,4,2,4,1,,,,,,,,,1,,,,,,,,,
01447,Villereversure,962,441,521,3,17,501,31,59,61,197,15,39,32,5,13,5,17,8,7,6,,2,2,,1,,1,,,,,,,,,,,,,,
01448,Villes,296,124,172,0,4,168,4,19,17,74,7,18,4,2,4,4,9,2,4,,,,,,,,,,,,,,,,,,,,,,
01451,Viriat,4950,2201,2749,40,23,2686,133,469,254,1042,88,265,138,22,48,36,62,35,20,38,8,7,7,,7,,,,,1,,1,,3,,,1,,,,1
01456,Vongnes,66,22,44,1,0,43,1,12,10,11,,4,,1,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,
01001,L'Abergement-Clémenciat,662,289,373,2,2,369,11,53,27,158,21,24,30,4,10,3,11,5,5,3,1,2,1,,,,,,,,,,,,,,,,,,
01029,Beaupont,467,234,233,5,4,224,12,36,20,97,4,13,15,3,,3,11,3,4,2,,,,,,1,,,,,,,,,,,,,,,
01108,Coligny,953,420,533,8,12,513,21,56,68,225,13,48,26,5,9,8,13,8,1,6,1,1,3,,1,,,,,,,,,,,,,,,,
01244,Meximieux,5735,2772,2963,30,30,2903,306,445,411,914,141,245,117,31,62,56,55,45,25,6,4,16,12,,2,,2,,,2,,2,,3,1,,,,,,
01148,Dortan,1319,566,753,12,17,724,37,96,45,345,22,51,52,6,13,9,26,12,1,2,2,2,2,1,,,,,,,,,,,,,,,,,
01215,Surjoux-Lhopital,114,37,77,1,5,71,,10,7,30,2,8,5,3,3,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
01274,Les Neyrolles,352,185,167,3,4,160,17,19,10,81,4,6,8,1,2,2,3,3,1,,,,1,,2,,,,,,,,,,,,,,,,
01382,Sainte-Olive,257,100,157,3,3,151,4,32,10,71,6,8,7,1,3,,4,3,1,,,1,,,,,,,,,,,,,,,,,,,
01006,Ambléon,101,34,67,1,1,65,3,15,9,24,3,5,1,,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,
01197,Journans,292,93,199,2,3,194,7,14,32,44,31,18,8,1,8,4,4,14,,6,,,1,,1,,,,,,,,,,,,1,,,,
01243,Messimy-sur-Saône,980,352,628,5,4,619,26,101,67,229,38,53,28,3,18,12,22,8,3,1,4,2,3,,,,,,,,,,,1,,,,,,,
01362,Saint-Jean-de-Thurigneux,601,204,397,7,4,386,17,64,37,155,12,40,27,3,5,6,6,9,1,1,,1,,,,,,,,,,,,2,,,,,,,
01427,Trévoux,4198,1920,2278,18,15,2245,197,378,357,626,136,173,111,30,41,55,26,37,19,14,8,12,9,,3,,2,,,,,7,,,1,,,3,,,
01109,Collonges,1391,771,620,0,15,605,48,77,56,220,29,50,47,11,11,12,4,12,20,1,,,5,,1,,1,,,,,,,,,,,,,,
01297,Pizay,735,303,432,16,12,404,23,43,35,168,22,29,32,5,5,9,12,9,,5,1,,4,,1,,,,,,,,,,,,,,1,,
01002,L'Abergement-de-Varey,228,72,156,4,2,150,20,22,18,30,20,9,8,1,2,4,7,2,1,1,2,1,1,,,,,1,,,,,,,,,,,,,
01004,Ambérieu-en-Bugey,8708,4081,4627,49,47,4531,617,491,563,1565,217,294,265,40,81,73,75,103,50,13,18,24,14,3,11,,3,,,3,,5,1,1,1,,,,,,
01009,Andert-et-Condon,286,115,171,4,4,163,9,23,28,59,3,15,8,4,4,2,4,2,1,,1,,,,,,,,,,,,,,,,,,,,
01010,Anglefort,825,388,437,11,13,413,21,56,35,191,18,9,20,16,7,2,15,9,7,4,1,,2,,,,,,,,,,,,,,,,,,
01011,Apremont,295,112,183,0,8,175,10,11,18,85,15,6,6,,2,4,5,3,5,2,,1,1,,,,,,,,,,,1,,,,,,,
01012,Aranc,300,118,182,3,2,177,19,21,27,59,3,10,15,1,5,5,4,3,2,1,,2,,,,,,,,,,,,,,,,,,,
01071,Cessy,2911,1408,1503,15,11,1477,106,309,188,366,100,158,90,14,32,31,22,21,17,3,8,4,6,,,,,,,1,,,,,,,,,1,,
01371,Saint-Marcel,966,457,509,9,8,492,30,52,50,198,21,38,35,9,13,9,10,9,7,2,2,2,2,,1,,,,,,,1,,,1,,,,,,
01426,Val-Revermont,1902,757,1145,13,9,1123,68,150,151,400,73,76,52,15,20,17,40,17,5,10,11,8,7,,1,,,,,,,1,,1,,,,,,,
01441,Vieu-d'Izenave,498,225,273,6,2,265,11,25,18,117,11,21,26,8,5,3,12,1,2,2,,3,,,,,,,,,,,,,,,,,,,
01443,Villars-les-Dombes,3536,1669,1867,17,17,1833,97,268,232,703,90,122,96,16,34,26,41,35,21,15,11,10,9,,3,,1,,,,,2,,1,,,,,,,
01444,Villebois,966,419,547,2,7,538,39,47,52,238,25,32,32,12,14,9,8,11,6,1,3,2,5,,,,,,,,,,,1,,,1,,,,
01191,Izenave,134,52,82,1,3,78,7,8,6,28,2,3,10,,,3,10,,,1,,,,,,,,,,,,,,,,,,,,,
01360,Saint-Jean-de-Gonville,1126,533,593,12,9,572,41,105,81,158,52,28,47,10,9,9,11,9,3,2,1,,2,,2,,,,,,,,,,,,,1,1,,
01361,Saint-Jean-de-Niost,1384,496,888,11,5,872,32,134,96,359,44,61,56,8,18,22,16,18,3,,2,2,,,1,,,,,,,,,,,,,,,,
01114,Confort,401,172,229,8,6,215,20,21,22,76,23,11,12,1,6,2,7,9,1,,,1,1,,2,,,,,,,,,,,,,,,,
01299,Le Plantay,390,153,237,0,1,236,5,31,12,108,12,28,10,4,3,1,12,5,2,1,,1,1,,,,,,,,,,,,,,,,,,
01028,Baneins,430,168,262,7,0,255,9,30,13,121,18,16,10,,6,7,9,1,1,6,1,4,3,,,,,,,,,,,,,,,,,,
01061,Brens,977,392,585,10,14,561,26,85,66,251,27,32,31,7,10,8,6,5,2,1,2,1,,,,,,,,,,,,1,,,,,,,
01101,Chevillard,142,42,100,0,3,97,10,8,10,39,8,8,4,2,1,,3,2,,,1,,1,,,,,,,,,,,,,,,,,,
01166,Frans,1852,778,1074,18,2,1054,64,199,94,393,49,89,61,10,20,18,13,11,2,10,6,3,3,,,,1,,,,,7,,,,,1,,,,
01194,Jassans-Riottier,4327,2037,2290,30,28,2232,203,359,254,825,96,154,124,24,46,29,21,39,17,9,7,7,6,,3,,,,1,,,3,,1,3,,1,,,,
01250,Misérieux,1375,581,794,14,11,769,43,121,121,256,41,79,44,3,13,13,10,11,2,2,1,2,3,,1,,1,,,,,2,,,,,,,,,
01275,Neyron,1973,843,1130,6,13,1111,69,201,140,320,70,107,90,8,20,22,11,12,20,6,6,6,2,,1,,,,,,,,,,,,,,,,
01329,Rossillon,147,67,80,2,1,77,4,8,14,30,2,1,2,,2,,3,3,5,1,,,2,,,,,,,,,,,,,,,,,,
01345,Saint-Denis-en-Bugey,1709,755,954,11,17,926,83,101,82,435,26,55,53,4,9,4,23,23,6,4,1,7,7,,,,2,,,,,,,,,,,,1,,
01366,Sainte-Julie,749,261,488,5,7,476,32,48,40,219,25,29,29,4,11,8,9,8,7,,2,3,,,,,1,,,,,1,,,,,,,,,
01418,Thil,960,370,590,6,6,578,44,80,78,213,26,46,33,,12,13,8,8,1,3,3,1,7,,1,,,,,,,,,,,,,,1,,
01452,Virieu-le-Grand,784,359,425,7,8,410,39,41,32,170,24,19,26,12,11,3,6,5,13,2,1,1,4,,,,,1,,,,,,,,,,,,,
01014,Arbent,2263,1252,1011,9,16,986,135,127,107,382,18,68,59,16,22,6,16,14,6,3,1,4,2,,,,,,,,,,,,,,,,,,
01074,Chalamont,1703,798,905,15,15,875,37,98,70,415,37,73,54,9,19,7,23,7,11,11,1,2,1,,,,,,,,,,,,,,,,,,
